Chromosome	Position	Mean
chr1	7750000	3.52891869743818
chr1	7800000	3.60068628650738
chr1	7850000	3.52293166134877
chr1	7900000	3.42378418352162
chr1	7950000	3.36569171918556
chr1	8000000	3.29430775130403
chr1	8050000	3.32707644462045
chr1	8100000	3.35470220295009
chr1	8150000	3.24123764877669
chr1	8200000	3.07325845997165
chr1	8250000	2.9344200936379
chr1	8300000	2.68959078890134
chr1	8350000	2.50187508811902
chr1	8400000	2.6128938434462
chr1	8450000	2.81288104125304
chr1	8500000	3.22630923400606
chr1	8550000	3.66493744505056
chr1	8600000	3.94744652060601
chr1	8650000	4.230422235978
chr1	8700000	4.40558130438586
chr1	8750000	4.34189710752007
chr1	8800000	4.22145580533579
chr1	8850000	4.12285784854121
chr1	8900000	4.02022287655917
chr1	8950000	3.9969033772617
chr1	9000000	3.98489308256911
chr1	9050000	3.97854611775514
chr1	9100000	3.99112241511708
chr1	9150000	4.04583318949994
chr1	9200000	4.10457031151211
chr1	9250000	4.14789028603439
chr1	9300000	4.18304509018458
chr1	9350000	4.21506652787002
chr1	9400000	4.23488885395121
chr1	9450000	4.20299793053518
chr1	9500000	4.13870376356899
chr1	9550000	4.06314567753918
chr1	9600000	3.96991408731958
chr1	9650000	3.87336943789394
chr1	9700000	3.78780065969798
chr1	9750000	3.70305261079293
chr1	9800000	3.52218512305245
chr1	9850000	3.38052110123574
chr1	9900000	3.45640513644886
chr1	9950000	3.58340538560758
chr1	10000000	3.80899265175097
chr1	10050000	4.02781447472704
chr1	10100000	4.19642980939178
chr1	10150000	4.31972901172785
chr1	10200000	4.22752714152817
chr1	10250000	4.08357290483856
chr1	10300000	3.84363398520833
chr1	10350000	3.49497193988037
chr1	10400000	3.2758484748102
chr1	10450000	3.27806563387116
chr1	10500000	3.35236211500403
chr1	10550000	3.55418349061071
chr1	10600000	3.77752629839957
chr1	10650000	3.94578989185345
chr1	10700000	4.09048249028268
chr1	10750000	4.108498529151
chr1	10800000	4.10043930577084
chr1	10850000	4.01219368388539
chr1	10900000	3.92359271595121
chr1	10950000	3.92806112962023
chr1	11000000	3.96200448421576
chr1	11050000	4.16338892856424
chr1	11100000	4.36769470074919
chr1	11150000	4.44134984345692
chr1	11200000	4.49072091276652
chr1	11250000	4.48958806976058
chr1	11300000	4.35443382853676
chr1	11350000	4.19945488734572
chr1	11400000	4.09057955963162
chr1	11450000	3.98108299568034
chr1	11500000	3.91650941710182
chr1	11550000	3.87787895402748
chr1	11600000	3.87891148187343
chr1	11650000	3.90719702812037
chr1	11700000	3.95085131101439
chr1	11750000	3.99831444955645
chr1	11800000	4.05759590283995
chr1	11850000	4.12303312821914
chr1	11900000	4.21043681529615
chr1	11950000	4.29701833465678
chr1	12000000	4.31111939758732
chr1	12050000	4.28607311153562
chr1	12100000	4.26683697419671
chr1	12150000	4.28756556032783
chr1	12200000	4.31244719332195
chr1	12250000	4.33729458192545
chr1	12300000	4.34717214601599
chr1	12350000	4.32183955324845
chr1	12400000	4.27404789261278
chr1	12450000	4.21578145576277
chr1	12500000	4.11964538525127
chr1	12550000	3.93781902903164
chr1	12600000	3.72925074560959
chr1	12650000	3.49408197598789
chr1	12700000	3.25464561576465
chr1	12750000	3.02630802981822
chr1	12800000	2.79399548473873
chr1	12850000	2.57056388308909
chr1	13100000	1.55455147821071
chr1	13200000	1.44171007457504
chr1	13350000	1.93357562160111
chr1	13400000	2.11986353077128
chr1	13450000	2.31100217248364
chr1	13500000	2.49247876331331
chr1	13550000	2.66755100556624
chr1	13600000	2.81628168257487
chr1	13650000	2.90801746351546
chr1	13700000	2.94180613963999
chr1	13750000	2.85076884494187
chr1	13800000	2.68647874176575
chr1	13850000	2.3947639036811
chr1	13900000	2.06404279021726
chr1	13950000	1.718288301187
chr1	14000000	1.38294585419284
chr1	14050000	1.12144703280333
chr1	14100000	0.870034198108444
chr1	14150000	0.698266087107669
chr1	14200000	0.685890958695278
chr1	14250000	0.722309927413017
chr1	14300000	0.741053135729518
chr1	14350000	0.788249273637991
chr1	14400000	0.838041431952132
chr1	14450000	0.911489193465844
chr1	14500000	1.03677081090404
chr1	14550000	1.17336166815578
chr1	14600000	1.34315224557907
chr1	14650000	1.51085961443842
chr1	14700000	1.63305619236828
chr1	14750000	1.7324883220025
chr1	14800000	1.71451322166794
chr1	14850000	1.68934982584532
chr1	14900000	1.68629500720015
chr1	14950000	1.66719567469912
chr1	15000000	1.77192650735783
chr1	15050000	2.09446115475214
chr1	15100000	2.47522900186179
chr1	15150000	2.94636595813321
chr1	15200000	3.42574679123592
chr1	15250000	3.87724022358795
chr1	15300000	4.2696602455809
chr1	15350000	4.39546190930528
chr1	15400000	4.38990696210571
chr1	15450000	4.36278991827987
chr1	15500000	4.23546278533454
chr1	15550000	4.10042201241431
chr1	15600000	4.10308041387576
chr1	15650000	4.11712059237002
chr1	15700000	4.19383919320643
chr1	15750000	4.26421002586515
chr1	15800000	4.24227729383293
chr1	15850000	4.19980750205694
chr1	15900000	4.15181570818034
chr1	15950000	4.03328837981558
chr1	16000000	3.91584400453979
chr1	16050000	3.93183827830975
chr1	16100000	3.9509311080503
chr1	16150000	3.92123709000887
chr1	16200000	3.88764084910013
chr1	16250000	3.84197477890124
chr1	16300000	3.79102615058934
chr1	16350000	3.71181784779683
chr1	16400000	3.62778278323176
chr1	16450000	3.50186022707793
chr1	16500000	3.39114704442443
chr1	16600000	3.42893532766661
chr1	16700000	3.55025653724969
chr1	16750000	3.61604782747706
chr1	16850000	3.79538004410077
chr1	16900000	3.87176422133643
chr1	16950000	3.96414448387673
chr1	17000000	4.04389013571006
chr1	17050000	4.05997349652948
chr1	17100000	4.04470614964461
chr1	17150000	4.01290875427246
chr1	17200000	3.95847478057103
chr1	17250000	3.8856939286464
chr1	17300000	3.79287951895086
chr1	17350000	3.61687795603901
chr1	17400000	3.43246965144157
chr1	17450000	3.27833000066474
chr1	17500000	3.13660619164254
chr1	17550000	3.09917151780219
chr1	17600000	3.07309771486573
chr1	17650000	3.01488670127571
chr1	17700000	2.95702060580717
chr1	17750000	2.83493998394145
chr1	17800000	2.56042139437263
chr1	17850000	2.27363714708054
chr1	17900000	2.00700790968805
chr1	17950000	1.76387527823925
chr1	18000000	1.6056724274786
chr1	18050000	1.49797290988036
chr1	18100000	1.5327505390239
chr1	18150000	1.6197978414465
chr1	18200000	1.7043702385474
chr1	18250000	1.8203613118526
chr1	18300000	1.9479537748586
chr1	18350000	2.09615059190106
chr1	18400000	2.27030963067852
chr1	18450000	2.4666130228855
chr1	18500000	2.70187335862258
chr1	18550000	2.97331839762486
chr1	18600000	3.23134911786021
chr1	18650000	3.52935809080921
chr1	18700000	3.79666999509556
chr1	18750000	3.98485661663398
chr1	18800000	4.1156424969333
chr1	18850000	4.09626941388621
chr1	18900000	4.0281031846605
chr1	18950000	3.89995158673829
chr1	19000000	3.69658712056579
chr1	19050000	3.57267120157551
chr1	19100000	3.58603000912237
chr1	19150000	3.63019580034211
chr1	19200000	3.72578847805698
chr1	19250000	3.83217508148284
chr1	19300000	3.8836582794498
chr1	19350000	3.93587148353134
chr1	19400000	3.98389615915615
chr1	19450000	4.02423310472752
chr1	19500000	4.05734867051659
chr1	19550000	4.14431988456476
chr1	19600000	4.20157705444815
chr1	19650000	4.13015461508356
chr1	19700000	4.02858387118826
chr1	19750000	3.85393195312726
chr1	19800000	3.6728620854148
chr1	19850000	3.54671563627941
chr1	19900000	3.43028804400994
chr1	19950000	3.36207553640138
chr1	20000000	3.32113980803996
chr1	20050000	3.3522414510836
chr1	20100000	3.4078869724091
chr1	20150000	3.40311329650979
chr1	20200000	3.39723097069736
chr1	20250000	3.44112611381104
chr1	20300000	3.51245588118855
chr1	20350000	3.57457115465861
chr1	20400000	3.60063343694964
chr1	20450000	3.62590263705249
chr1	20500000	3.6806904048119
chr1	20550000	3.72810986500902
chr1	20600000	3.7135093902659
chr1	20650000	3.71580450604685
chr1	20700000	3.79187509815568
chr1	20750000	3.88605302642099
chr1	20800000	4.06337075790262
chr1	20850000	4.23335966535103
chr1	20900000	4.32740786284253
chr1	20950000	4.3937629390048
chr1	21000000	4.42778299360255
chr1	21050000	4.4288735609195
chr1	21100000	4.31477577483998
chr1	21150000	4.1203796330508
chr1	21200000	3.95674654732496
chr1	21250000	3.86687181268719
chr1	21300000	3.79446583913823
chr1	21350000	3.66314111286433
chr1	21400000	3.55901573168025
chr1	21450000	3.58917178705238
chr1	21500000	3.64846681429332
chr1	21550000	3.73513744892513
chr1	21600000	3.82735065307345
chr1	21650000	3.92101703494385
chr1	21700000	4.01062843540995
chr1	21750000	4.02249100551643
chr1	21800000	4.00892066438705
chr1	21850000	3.9495660944059
chr1	21900000	3.87465493217575
chr1	21950000	3.85525605346324
chr1	22000000	3.8519108509977
chr1	22050000	3.81903419002612
chr1	22100000	3.70141561598409
chr1	22150000	3.57300227956519
chr1	22200000	3.44301108637025
chr1	22250000	3.3374430956083
chr1	22300000	3.32251841831386
chr1	22350000	3.33330638990362
chr1	22400000	3.40355032002364
chr1	22450000	3.52061590673489
chr1	22500000	3.59153807277938
chr1	22550000	3.56280338445567
chr1	22600000	3.53657187995965
chr1	22650000	3.49187321112644
chr1	22700000	3.4679690595864
chr1	22750000	3.59772637704389
chr1	22800000	3.74309716358742
chr1	22850000	3.87247448221907
chr1	22900000	4.0242234130532
chr1	22950000	4.12782272961526
chr1	23000000	4.09319267213506
chr1	23050000	4.06070793495762
chr1	23100000	4.15018235192028
chr1	23150000	4.22482860518913
chr1	23200000	4.30518593957957
chr1	23250000	4.3793716524307
chr1	23300000	4.4136193599353
chr1	23350000	4.42946559829889
chr1	23400000	4.30825555482562
chr1	23450000	4.15774842548333
chr1	23500000	4.03912281808846
chr1	23550000	3.93182825589574
chr1	23600000	3.98228333171003
chr1	23650000	4.04526051648886
chr1	23700000	3.97560578268335
chr1	23750000	3.86809109050869
chr1	23800000	3.78674381098883
chr1	23850000	3.74716535896809
chr1	23900000	3.72076928272344
chr1	23950000	3.68602394810537
chr1	24000000	3.67262244946188
chr1	24050000	3.7098367255701
chr1	24100000	3.77740846239738
chr1	24150000	3.92804844835627
chr1	24200000	4.07862467733765
chr1	24250000	4.20505767709541
chr1	24300000	4.30948793831913
chr1	24350000	4.31759462041564
chr1	24400000	4.29877543378773
chr1	24450000	4.20297215121565
chr1	24500000	4.09544148770997
chr1	24550000	4.04964827204637
chr1	24600000	4.01084842608658
chr1	24650000	4.01113186662462
chr1	24700000	4.10529324487152
chr1	24750000	4.21004622501689
chr1	24800000	4.29611245316809
chr1	24850000	4.36670446026403
chr1	24900000	4.40126999043762
chr1	24950000	4.39202705390511
chr1	25000000	4.18518787117992
chr1	25050000	3.98164068282392
chr1	25100000	3.88391190878018
chr1	25150000	3.82704357301984
chr1	25200000	3.95555564805048
chr1	25250000	4.09997868555573
chr1	25300000	4.25623596951343
chr1	25350000	4.39347711205409
chr1	25400000	4.35405981802096
chr1	25450000	4.24883382962733
chr1	25500000	4.14304016267041
chr1	25550000	3.91737649501301
chr1	25600000	3.69944126297471
chr1	25650000	3.70546595856314
chr1	25700000	3.76451904044975
chr1	25750000	3.85673448419219
chr1	25800000	3.97958995196876
chr1	25850000	4.11344475455916
chr1	25900000	4.25451160033814
chr1	25950000	4.43646024130942
chr1	26000000	4.58933175757956
chr1	26050000	4.63468670336668
chr1	26100000	4.63600333512569
chr1	26150000	4.49074715246989
chr1	26200000	4.33197381434482
chr1	26250000	4.2548413029776
chr1	26300000	4.16399358511319
chr1	26350000	4.08912165183772
chr1	26400000	4.07738610922302
chr1	26450000	4.08755863447358
chr1	26500000	4.11045747360398
chr1	26550000	4.13185689523305
chr1	26600000	4.07531818232766
chr1	26650000	3.99876739425804
chr1	26700000	3.96153779549966
chr1	26750000	3.92061862254533
chr1	26800000	3.86544883093053
chr1	26850000	3.802406229795
chr1	26900000	3.65762166676947
chr1	26950000	3.5042788139396
chr1	27000000	3.34527568561063
chr1	27050000	3.23086454117619
chr1	27100000	3.28788827818511
chr1	27150000	3.41596156228983
chr1	27200000	3.52883368468983
chr1	27250000	3.64109136140762
chr1	27300000	3.7593701987857
chr1	27350000	3.89847844460218
chr1	27400000	4.01866470412517
chr1	27450000	4.02447373012178
chr1	27500000	3.9896134901235
chr1	27550000	3.8786837455115
chr1	27600000	3.77450454979748
chr1	27650000	3.73591837755575
chr1	27700000	3.72777856566268
chr1	27750000	3.84205290772261
chr1	27800000	3.95888057065891
chr1	27850000	4.08067129819043
chr1	27900000	4.19110473495617
chr1	27950000	4.18371046636278
chr1	28000000	4.12791655643727
chr1	28050000	4.05180735117874
chr1	28100000	3.87160740642837
chr1	28150000	3.68480288853208
chr1	28200000	3.59310765704633
chr1	28250000	3.54279409623323
chr1	28300000	3.60639305511968
chr1	28350000	3.69635445136164
chr1	28400000	3.80225461489085
chr1	28450000	3.89678238507795
chr1	28500000	3.90817484853804
chr1	28550000	3.90213616463712
chr1	28600000	3.84049435678297
chr1	28650000	3.7748300823241
chr1	28700000	3.69239291831218
chr1	28750000	3.62277868588231
chr1	28800000	3.69476520982224
chr1	28850000	3.83518450456007
chr1	28900000	3.94682869663555
chr1	28950000	4.0750494560785
chr1	29000000	4.16401177832079
chr1	29050000	4.09472400703738
chr1	29100000	3.97417623468831
chr1	29150000	3.79516018837289
chr1	29200000	3.58758902117078
chr1	29250000	3.34312124903092
chr1	29300000	3.04692347757857
chr1	29350000	2.83492471811911
chr1	29400000	2.72379705349347
chr1	29450000	2.66744916926622
chr1	29500000	2.75331947016996
chr1	29550000	2.87222156619681
chr1	29600000	2.99678620561394
chr1	29650000	3.11796016181134
chr1	29700000	3.16485842060152
chr1	29750000	3.19274372435768
chr1	29800000	3.16515846888515
chr1	29850000	2.96337804440342
chr1	29900000	2.75233017924988
chr1	29950000	2.60296949978309
chr1	30000000	2.50275138301261
chr1	30050000	2.57213274998553
chr1	30100000	2.70087139060286
chr1	30150000	2.97105971027867
chr1	30200000	3.25612604370328
chr1	30250000	3.49927652923907
chr1	30300000	3.71061792712704
chr1	30350000	3.70993816049456
chr1	30400000	3.67230246860335
chr1	30450000	3.56015033264244
chr1	30500000	3.45739442836367
chr1	30550000	3.55202169107671
chr1	30600000	3.70953044302679
chr1	30650000	3.8663916896349
chr1	30700000	4.1020146934117
chr1	30750000	4.33344120611668
chr1	30800000	4.48038782788475
chr1	30850000	4.57640624719319
chr1	30900000	4.49406029112287
chr1	30950000	4.37148052401817
chr1	31000000	4.24112766974389
chr1	31050000	4.11559436261404
chr1	31100000	4.06526939807822
chr1	31150000	4.04173561236355
chr1	31200000	4.10150583289552
chr1	31250000	4.17686348520213
chr1	31300000	4.30397369800286
chr1	31350000	4.42059419037863
chr1	31400000	4.3803301680537
chr1	31450000	4.28247219238706
chr1	31500000	4.2156044840698
chr1	31550000	4.20914161832038
chr1	31600000	4.19587731919304
chr1	31650000	4.15282248437535
chr1	31700000	4.10728360836529
chr1	31750000	4.05428396537934
chr1	31800000	4.02381479436611
chr1	31850000	4.03098316894147
chr1	31900000	4.04220677859136
chr1	31950000	4.06080814896043
chr1	32000000	4.08741880912993
chr1	32050000	4.18863385968821
chr1	32100000	4.29230248448219
chr1	32150000	4.2784821208734
chr1	32200000	4.25140859579236
chr1	32250000	4.25845095883138
chr1	32300000	4.2621200580213
chr1	32350000	4.25775501547987
chr1	32400000	4.26892862775062
chr1	32450000	4.26362192352869
chr1	32500000	4.18180074569783
chr1	32550000	4.09463245868374
chr1	32600000	4.01353177129717
chr1	32650000	3.92644373793971
chr1	32700000	3.86466183813373
chr1	32750000	3.81551398165149
chr1	32800000	3.78660108491213
chr1	32850000	3.78767382599044
chr1	32900000	3.79431686613135
chr1	32950000	3.77138888758932
chr1	33000000	3.75881602287303
chr1	33050000	3.84033126741916
chr1	33100000	3.9163735746517
chr1	33150000	3.89432178441745
chr1	33200000	3.83314642483089
chr1	33250000	3.75424703183005
chr1	33300000	3.58429054461488
chr1	33350000	3.44162756913468
chr1	33400000	3.47815910318617
chr1	33450000	3.51925533271972
chr1	33500000	3.64354909918055
chr1	33550000	3.72955250558286
chr1	33600000	3.69056216412447
chr1	33650000	3.57478068608355
chr1	33700000	3.12449818074661
chr1	33750000	2.59105185915407
chr1	33800000	1.9895582495804
chr1	33850000	1.38890867555585
chr1	33900000	1.01417864898924
chr1	33950000	0.700965164956179
chr1	34000000	0.450299716570827
chr1	34050000	0.262139598265524
chr1	34100000	0.116195291548766
chr1	34150000	-0.00688057310773795
chr1	34200000	-0.0748604145862231
chr1	34250000	-0.0758590689413401
chr1	34300000	-0.0201406607337567
chr1	34350000	0.126196608553704
chr1	34400000	0.330681362087304
chr1	34450000	0.618297792389768
chr1	34500000	0.934865940223555
chr1	34550000	1.21226249085345
chr1	34600000	1.50799202900209
chr1	34650000	1.81346037407641
chr1	34700000	2.13552013132523
chr1	34750000	2.52692079932236
chr1	34800000	2.90994745124768
chr1	34850000	3.26048959144505
chr1	34900000	3.62041784377022
chr1	34950000	3.91016226140156
chr1	35000000	4.11460908854262
chr1	35050000	4.25880038666965
chr1	35100000	4.26799206101274
chr1	35150000	4.23519560690379
chr1	35200000	4.23665274733086
chr1	35250000	4.21933943491749
chr1	35300000	4.17925616833894
chr1	35350000	4.13024519338786
chr1	35400000	4.10672380512578
chr1	35450000	4.07884819145864
chr1	35500000	4.02431398927263
chr1	35550000	3.96593807223856
chr1	35600000	3.87512690165252
chr1	35650000	3.7991642707192
chr1	35700000	3.8018174143557
chr1	35750000	3.82966035749211
chr1	35800000	3.85717060682412
chr1	35850000	3.90253151218038
chr1	35900000	3.95979745488977
chr1	35950000	4.02079688258955
chr1	36000000	4.0776391614238
chr1	36050000	4.12745472371306
chr1	36100000	4.15871088140888
chr1	36150000	4.13455409234748
chr1	36200000	4.0833594068422
chr1	36250000	4.02868046476154
chr1	36300000	3.96019131248123
chr1	36350000	3.87955295887711
chr1	36400000	3.8164055788203
chr1	36450000	3.73448844801171
chr1	36500000	3.60163321940149
chr1	36550000	3.47048829520271
chr1	36600000	3.35591886329211
chr1	36650000	3.23557277765701
chr1	36700000	3.12353189622109
chr1	36750000	2.98915524846683
chr1	36800000	2.8681052792905
chr1	36850000	2.84586946231631
chr1	36900000	2.84916507361827
chr1	36950000	2.78337947911518
chr1	37000000	2.73360661048814
chr1	37050000	2.7587197502487
chr1	37100000	2.81071151883104
chr1	37150000	2.96377865679042
chr1	37200000	3.11903553980236
chr1	37250000	3.18367735514382
chr1	37300000	3.23106432888542
chr1	37350000	3.25533756176283
chr1	37400000	3.25304343132434
chr1	37450000	3.1572895442632
chr1	37500000	2.99865563912266
chr1	37550000	2.90120238001388
chr1	37600000	2.88969970352402
chr1	37650000	2.91960109122139
chr1	37700000	2.99753024109459
chr1	37750000	3.10938196715861
chr1	37800000	3.36105775544433
chr1	37850000	3.61596679437288
chr1	37900000	3.85609980850271
chr1	37950000	4.03395216833481
chr1	38000000	3.94149860936017
chr1	38050000	3.76605346935564
chr1	38100000	3.45829299066566
chr1	38150000	3.11862246391827
chr1	38200000	2.81104181479421
chr1	38250000	2.51375895932029
chr1	38300000	2.32598646818641
chr1	38350000	2.18363459228006
chr1	38400000	2.11167599139251
chr1	38450000	2.13465974763504
chr1	38500000	2.21308123853456
chr1	38550000	2.34658235725923
chr1	38600000	2.50683140700245
chr1	38650000	2.71747164545719
chr1	38700000	2.93961538371877
chr1	38750000	3.12449491683737
chr1	38800000	3.29619307362014
chr1	38850000	3.36853532199456
chr1	38900000	3.42096498425847
chr1	38950000	3.52172954657906
chr1	39000000	3.61486383840836
chr1	39050000	3.69775394596239
chr1	39100000	3.77475537738864
chr1	39150000	3.8468698202451
chr1	39200000	3.91248195621791
chr1	39250000	3.94263930457061
chr1	39300000	3.9040100314244
chr1	39350000	3.84660180078116
chr1	39400000	3.7655981654583
chr1	39450000	3.69197674998786
chr1	39500000	3.66585308418848
chr1	39550000	3.65528312776887
chr1	39600000	3.68840367554413
chr1	39650000	3.7365421019868
chr1	39700000	3.8147312113476
chr1	39750000	3.9094213336328
chr1	39800000	4.02096821959299
chr1	39850000	4.11730970950179
chr1	39900000	4.12413174890631
chr1	39950000	4.11503675945993
chr1	40000000	4.10929106523645
chr1	40050000	4.09124658434776
chr1	40100000	4.0953502329062
chr1	40150000	4.13315937423088
chr1	40200000	4.17112160838009
chr1	40250000	4.2384512234541
chr1	40300000	4.29623007900273
chr1	40350000	4.33570309220428
chr1	40400000	4.35687388463442
chr1	40450000	4.20129522161562
chr1	40500000	4.0359681009903
chr1	40550000	3.97192665614384
chr1	40600000	3.93622801105669
chr1	40650000	4.02304068116022
chr1	40700000	4.12808100097557
chr1	40750000	4.25575860125363
chr1	40800000	4.36267228408781
chr1	40850000	4.2944048340289
chr1	40900000	4.15999100334652
chr1	40950000	4.07514274893142
chr1	41000000	4.0460407666028
chr1	41050000	4.02037147762778
chr1	41100000	4.06869508519436
chr1	41150000	4.12652610125586
chr1	41200000	4.18400044242911
chr1	41250000	4.22446523593801
chr1	41300000	4.1145130925013
chr1	41350000	3.98344705444078
chr1	41400000	3.82960115028527
chr1	41450000	3.68970705466204
chr1	41500000	3.73414316526093
chr1	41550000	3.80097678488644
chr1	41600000	3.85081053925864
chr1	41650000	3.88831284941444
chr1	41700000	3.81856182498342
chr1	41750000	3.7015448713319
chr1	41800000	3.60413892338585
chr1	41850000	3.48581623975045
chr1	41900000	3.38513040515803
chr1	41950000	3.40559032426948
chr1	42000000	3.44782235995363
chr1	42050000	3.50156954796018
chr1	42100000	3.57371695837456
chr1	42150000	3.66344504511239
chr1	42200000	3.75124467478242
chr1	42250000	3.75743295229463
chr1	42300000	3.7390950815322
chr1	42350000	3.74460711520999
chr1	42400000	3.75308089505152
chr1	42450000	3.74261578155144
chr1	42500000	3.73136572680077
chr1	42550000	3.75351766225439
chr1	42600000	3.78620346274447
chr1	42650000	3.78403204467622
chr1	42700000	3.73234522148156
chr1	42750000	3.66835097147506
chr1	42800000	3.54356813192692
chr1	42850000	3.42383762269013
chr1	42900000	3.34825044076109
chr1	42950000	3.29111998990263
chr1	43000000	3.36140733522032
chr1	43050000	3.50364550825364
chr1	43100000	3.57791735640652
chr1	43150000	3.56028977349202
chr1	43200000	3.51208942375738
chr1	43250000	3.3296384175396
chr1	43300000	3.12617056136185
chr1	43350000	2.9590214426151
chr1	43400000	2.82151189742733
chr1	43450000	2.82054808198313
chr1	43500000	2.88535419675514
chr1	43550000	2.96672522861533
chr1	43600000	3.1105443134594
chr1	43650000	3.25760369306784
chr1	43700000	3.32653584270979
chr1	43750000	3.38506539160627
chr1	43800000	3.43657375518738
chr1	43850000	3.47932788636883
chr1	43900000	3.4851968891076
chr1	43950000	3.48432339213074
chr1	44000000	3.52824745616062
chr1	44050000	3.57930810275441
chr1	44100000	3.62674888123248
chr1	44150000	3.6739937734037
chr1	44200000	3.70851605828683
chr1	44250000	3.74353421532104
chr1	44300000	3.79319100035224
chr1	44350000	3.84404696174851
chr1	44400000	3.87735114891908
chr1	44450000	3.86026934419699
chr1	44500000	3.85125765652453
chr1	44550000	3.90047649943099
chr1	44600000	3.95420481403657
chr1	44650000	4.02882293088948
chr1	44700000	4.09247032247475
chr1	44750000	4.14263211795227
chr1	44800000	4.1775005925336
chr1	44850000	4.14589924838596
chr1	44900000	4.08278542547115
